Note:
Results of the csv export.
If more than one entry per data field is available for a strain, the export contains multiple lines per strain.
At the end of the line you find the reference for each exported entry.


Export with Textmined data

strains.ID_strains;strains.Culture collection no.;strains.Species;strains.Strain Designation;strains_tax_PNU.Species (PNU);strains_tax_PNU.ID_reference
"145285";"CCUG 28084";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"146921";"CCUG 32454";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"147468";"CCUG 33620";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"147540";"CCUG 33767";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"148020";"CCUG 34688";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"148093";"CCUG 34807";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"149055";"CCUG 36794";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"149219";"CCUG 37290";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"152646";"CCUG 47277";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"152944";"CCUG 48087";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"153238";"CCUG 48844";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"155142";"CCUG 56577";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"155589";"CCUG 58282";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"156199";"CCUG 60702";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"156201";"CCUG 60705";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"156204";"CCUG 60720";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"156419";"CCUG 61657";"Schaalia odontolytica";"";"Schaalia odontolytica";"20215";

"148018";"CCUG 34686";"Schaalia radingae";"";"Schaalia radingae";"20215";

"154175";"CCUG 52663";"Schaalia radingae";"";"Schaalia radingae";"20215";

"154172";"CCUG 52661 A";"Schaalia radingae";"";"Schaalia radingae";"20215";

"155124";"CCUG 56532 A";"Schaalia radingae";"";"Schaalia radingae";"20215";

"154341";"CCUG 53177";"Schaalia suimastitidis";"";"Schaalia suimastitidis";"20215";

"154342";"CCUG 53178";"Schaalia suimastitidis";"";"Schaalia suimastitidis";"20215";

"143146";"CCUG 17439";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"143332";"CCUG 18440";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"144568";"CCUG 25712, NCTC 10604";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"147197";"CCUG 33037, ITG 900, LMG 14733";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"147198";"CCUG 33038, ITG 886, LMG 14734";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"147199";"CCUG 33039, ITG 147, LMG 14735";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"147200";"CCUG 33040, ITG 143, LMG 14736";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"147201";"CCUG 33041, ITG 284, LMG 14737";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"147202";"CCUG 33042, ITG 806, LMG 14738";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"148015";"CCUG 34683";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"152225";"CCUG 46166";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"152969";"CCUG 48155";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"153567";"CCUG 50197";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"153790";"CCUG 50981";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"154205";"CCUG 52731";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"146453";"CCUG 31183 B";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"152216";"CCUG 46125 B";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"156643";"CCUG 63811 B";"Schaalia turicensis";"";"Schaalia turicensis";"20215";

"17163";"DSM 19720, ATCC 43531, CCUG 53875, JCM 8544, BCRC 14421";"Selenomonas flueggei";"VPI E4M-28B";"Selenomonas flueggei";"20215";

"156430";"CCUG 61707, CECT 8033";"Seminibacterium arietis";"";"Seminibacterium arietis";"20215";

"155147";"CCUG 56598";"Serratia sp.";"";"Serratia sp.";"20215";

"10504";"DSM 2579, ATCC 29453, CCUG 30554";"Simonsiella muelleri";"36";"Simonsiella muelleri";"20215";

"11943";"DSM 18658, ATCC BAA 1392, VKM B-2454";"Singulisphaera acidiphila";"MOB10";"Singulisphaera acidiphila";"20215";

"132915";"DSM 104735, ATCC BAA 2449, NCIMB 14803, NRRL B-59751";"Snodgrassella alvi";"wkB2";"Snodgrassella alvi";"20215";

"5175";"DSM 16929, NCIMB 13495";"Sodalis glossinidius";"M1";"Sodalis glossinidius";"20215";

"153464";"CCUG 49692";"Sphingomonas aquatilis";"";"Sphingomonas aquatilis";"20215";

"155498";"CCUG 57891";"Sphingomonas aquatilis";"";"Sphingomonas aquatilis";"20215";

"156252";"CCUG 60876";"Sphingomonas ginsenosidimutans";"";"Sphingomonas ginsenosidimutans";"20215";

"14301";"DSM 12756, VKM B-2518";"Spirillum winogradskyi";"D-427, D427";"Spirillum winogradskyi";"20215";

"14377";"DSM 19900, ATCC 51752";"Spiroplasma alleghenense";"PLHS-1";"Spiroplasma alleghenense";"20215";

"14365";"DSM 21588, ATCC 43207";"Spiroplasma cantharicola";"CC-1";"Spiroplasma cantharicola";"20215";

"14361";"DSM 19755, ATCC 43960";"Spiroplasma chinense";"CCH";"Spiroplasma chinense";"20215";

"14372";"DSM 19901, ATCC 43209";"Spiroplasma chrysopicola";"DF-1";"Spiroplasma chrysopicola";"20215";

"14353";"DSM 21846, ATCC 27556, NCPPB 2647";"Spiroplasma citri";"Maroc, Morocco-R8-A2";"Spiroplasma citri";"20215";

"14363";"DSM 19994, ATCC 33827";"Spiroplasma clarkii";"CN-5";"Spiroplasma clarkii";"20215";

"14369";"DSM 19793, ATCC 43212";"Spiroplasma corruscae";"EC-1";"Spiroplasma corruscae";"20215";

"14354";"DSM 19754, ATCC 35112";"Spiroplasma culicicola";"AES-1";"Spiroplasma culicicola";"20215";

"14370";"DSM 19995, ATCC 43210";"Spiroplasma diabroticae";"DU-1";"Spiroplasma diabroticae";"20215";

"14367";"DSM 21865, ATCC 49235";"Spiroplasma diminutum";"CUAS-1";"Spiroplasma diminutum";"20215";

"14381";"DSM 21848, CCTCC M 207170";"Spiroplasma eriocheiris";"CRAB, TDA-040725-5";"Spiroplasma eriocheiris";"20215";

"14355";"DSM 21780, ATCC 29989";"Spiroplasma floricola";"23-6";"Spiroplasma floricola";"20215";

"14373";"DSM 22552, ATCC 43525";"Spiroplasma gladiatoris";"TG-1";"Spiroplasma gladiatoris";"20215";

"14374";"DSM 22551, ATCC 51746";"Spiroplasma helicoides";"TABS-2";"Spiroplasma helicoides";"20215";

"14364";"DSM 21589, ATCC 33502";"Spiroplasma insolitum";"M55";"Spiroplasma insolitum";"20215";

"14356";"DSM 21866, ATCC 29320, CSO E";"Spiroplasma kunkelii";"E-275";"Spiroplasma kunkelii";"20215";

"14379";"DSM 21834, ATCC 51749";"Spiroplasma lineolae";"TALS-2";"Spiroplasma lineolae";"20215";

"14371";"DSM 21781, ATCC 43211";"Spiroplasma litorale";"TN-1";"Spiroplasma litorale";"20215";

"14357";"DSM 21833, ATCC 33219";"Spiroplasma melliferum";"BC 3";"Spiroplasma melliferum";"20215";

"14358";"DSM 22553, ATCC 29335, CIP 103925";"Spiroplasma mirum";"SMCA";"Spiroplasma mirum";"20215";

"14362";"DSM 22997, ATCC 33825";"Spiroplasma monobiae";"MQ-1";"Spiroplasma monobiae";"20215";

"14376";"DSM 21782, ATCC 51745";"Spiroplasma montanense";"HYOS-1";"Spiroplasma montanense";"20215";

"14359";"DSM 22998, ATCC 43115";"Spiroplasma phoeniceum";"P40";"Spiroplasma phoeniceum";"20215";

"14378";"DSM 22601, ATCC 51748";"Spiroplasma platyhelix";"PALS-1";"Spiroplasma platyhelix";"20215";

"14368";"DSM 22631, ATCC 33826";"Spiroplasma syrphidicola";"EA-1";"Spiroplasma syrphidicola";"20215";

"14375";"DSM 22603, ATCC 51747";"Spiroplasma tabanidicola";"TAUS-1";"Spiroplasma tabanidicola";"20215";

"14360";"DSM 22604, ATCC 43302";"Spiroplasma taiwanense";"CT-1";"Spiroplasma taiwanense";"20215";

"14380";"DSM 22632, ATCC 700271";"Spiroplasma turonicum";"Tab4c";"Spiroplasma turonicum";"20215";

"14366";"DSM 23536, ATCC 35262";"Spiroplasma velocicrescens";"MQ4";"Spiroplasma velocicrescens";"20215";

"14403";"DSM 17615, JCM 3419";"Sporolactobacillus kofuensis";"M-19";"Sporolactobacillus kofuensis";"20215";

"14402";"DSM 11701, JCM 3418";"Sporolactobacillus kofuensis";"M-18";"Sporolactobacillus kofuensis";"20215";

"14390";"DSM 2317, ATCC 23495, NCIB 10272";"Sporolactobacillus laevolacticus";"M-40";"Sporolactobacillus laevolacticus";"20215";

"14398";"DSM 11696, JCM 3514, CCUG 41660, CIP 105319";"Sporolactobacillus nakayamae subsp. nakayamae";"M-114";"Sporolactobacillus nakayamae";"20215";

"14397";"DSM 11695, JCM 3445";"Sporolactobacillus nakayamae subsp. nakayamae";"M-45";"Sporolactobacillus nakayamae";"20215";

"14401";"DSM 16324, ATCC 700381, CCUG 41659, CIP 105318, IAM 12396, JCM 3417, LMG 18785";"Sporolactobacillus nakayamae subsp. racemicus";"M-17";"Sporolactobacillus nakayamae subsp. racemicus";"20215";

"14400";"DSM 11698, JCM 3413";"Sporolactobacillus nakayamae subsp. racemicus";"M-13";"Sporolactobacillus nakayamae subsp. racemicus";"20215";

"131326";"DSM 100967, BK92, JCM 19541, LMG 28365, PCU 336, TISTR 2234";"Sporolactobacillus shoreae";"";"Sporolactobacillus shoreae";"20215";

"131327";"DSM 100968, BK117-1, JCM 19542, LMG 28366, PCU 337, TISTR 2235";"Sporolactobacillus spathodeae";"";"Sporolactobacillus spathodeae";"20215";

"14399";"CCUG 41658, CIP 105317, DSM 11697, JCM 3516";"Sporolactobacillus terrae";"M-116";"Sporolactobacillus terrae";"20215";

"14404";"DSM 21990, JCM 14637, KCTC 5376";"Sporolactobacillus vineae";"SL153";"Sporolactobacillus vineae";"20215";

"12000";"DSM 22203, CCUG 53480";"Sporosarcina thermotolerans";"";"Sporosarcina thermotolerans";"20215";

"144317";"CCUG 24562";"Staphylococcus aureus";"";"Staphylococcus aureus";"20215";

"146335";"CCUG 30942";"Staphylococcus aureus";"";"Staphylococcus aureus";"20215";

"150959";"CCUG 42849";"Staphylococcus aureus";"";"Staphylococcus aureus";"20215";

"152036";"CCUG 45617";"Staphylococcus aureus";"";"Staphylococcus aureus";"20215";

"155761";"CCUG 59228";"Staphylococcus aureus";"";"Staphylococcus aureus";"20215";

"156616";"CCUG 63582, NCTC 13552";"Staphylococcus aureus";"";"Staphylococcus aureus";"20215";

"14444";"DSM 20714, ATCC 35844, CIP 103780, CCUG 37246, CCM 3823";"Staphylococcus aureus subsp. anaerobius";"MVF 7";"Staphylococcus aureus subsp. anaerobius";"20215";

"149193";"CCUG 37247, CCM 3824";"Staphylococcus aureus subsp. anaerobius";"";"Staphylococcus aureus subsp. anaerobius";"20215";

"154967";"CCUG 55892";"Staphylococcus capitis subsp. urealyticus";"";"";"";

"154392";"CCUG 53379";"Staphylococcus caprae";"";"Staphylococcus caprae";"20215";

"154425";"CCUG 53547";"Staphylococcus caprae";"";"Staphylococcus caprae";"20215";

"155428";"CCUG 57733";"Staphylococcus caprae";"";"Staphylococcus caprae";"20215";

"153102";"CCUG 48496";"Staphylococcus cohnii";"";"Staphylococcus cohnii";"20215";

"155162";"CCUG 56667";"Staphylococcus cohnii";"";"Staphylococcus cohnii";"20215";

"156877";"CCUG 66263";"Staphylococcus cohnii";"";"Staphylococcus cohnii";"20215";

"152233";"CCUG 46178";"Staphylococcus epidermidis";"";"Staphylococcus epidermidis";"20215";

"153105";"CCUG 48503";"Staphylococcus epidermidis";"";"Staphylococcus epidermidis";"20215";

"153881";"CCUG 51492";"Staphylococcus epidermidis";"";"Staphylococcus epidermidis";"20215";

"154060";"CCUG 52189";"Staphylococcus epidermidis";"";"Staphylococcus epidermidis";"20215";

"154926";"CCUG 55736";"Staphylococcus epidermidis";"";"Staphylococcus epidermidis";"20215";

"155489";"CCUG 57876";"Staphylococcus epidermidis";"";"Staphylococcus epidermidis";"20215";

"156144";"CCUG 60536";"Staphylococcus epidermidis";"";"Staphylococcus epidermidis";"20215";

"156369";"CCUG 61325";"Staphylococcus epidermidis";"";"Staphylococcus epidermidis";"20215";

"152270";"CCUG 46277 A";"Staphylococcus epidermidis";"";"Staphylococcus epidermidis";"20215";

"155446";"CCUG 57787 A";"Staphylococcus epidermidis";"";"Staphylococcus epidermidis";"20215";

"146339";"CCUG 30960";"Staphylococcus equorum";"";"Staphylococcus equorum";"20215";

"141756";"CCUG 6388";"Staphylococcus haemolyticus";"";"Staphylococcus haemolyticus";"20215";

"154892";"CCUG 55563";"Staphylococcus haemolyticus";"";"Staphylococcus haemolyticus";"20215";

"155539";"CCUG 58043 B";"Staphylococcus haemolyticus";"";"Staphylococcus haemolyticus";"20215";

"155540";"CCUG 58045 A";"Staphylococcus haemolyticus";"";"Staphylococcus haemolyticus";"20215";

"153990";"CCUG 51862";"Staphylococcus hominis";"";"Staphylococcus hominis";"20215";

"154445";"CCUG 53639";"Staphylococcus hominis";"";"Staphylococcus hominis";"20215";

"154914";"CCUG 55675";"Staphylococcus hominis";"";"Staphylococcus hominis";"20215";

"153828";"CCUG 51297";"Staphylococcus hominis subsp. novobiosepticus";"";"Staphylococcus hominis subsp. novobiosepticus";"20215";

"153876";"CCUG 51474";"Staphylococcus hominis subsp. novobiosepticus";"";"Staphylococcus hominis subsp. novobiosepticus";"20215";

"156277";"CCUG 61007";"Staphylococcus hominis subsp. novobiosepticus";"";"Staphylococcus hominis subsp. novobiosepticus";"20215";

"14562";"CCUG 25348, DSM 4804, ATCC 43809";"Staphylococcus lugdunensis";"N860297";"Staphylococcus lugdunensis";"20215";

"152253";"CCUG 46214";"Staphylococcus lugdunensis";"";"Staphylococcus lugdunensis";"20215";

"153930";"CCUG 51674";"Staphylococcus lugdunensis";"";"Staphylococcus lugdunensis";"20215";

"156538";"CCUG 62567";"Staphylococcus lugdunensis";"";"Staphylococcus lugdunensis";"20215";

"14673";"DSM 23764, CCUG 55927, CSUR P23, CCM 7895";"Staphylococcus massiliensis";"5402776";"Staphylococcus massiliensis";"20215";

"156917";"CCUG 67038";"Staphylococcus pettenkoferi";"";"Staphylococcus pettenkoferi";"20215";

"142543";"CCUG 12919, LMG 14365";"Staphylococcus saccharolyticus";"";"Staphylococcus saccharolyticus";"20215";

"150929";"CCUG 42767";"Staphylococcus saccharolyticus";"";"Staphylococcus saccharolyticus";"20215";

"155379";"CCUG 57535";"Staphylococcus saccharolyticus";"";"Staphylococcus saccharolyticus";"20215";

"156202";"CCUG 60709";"Staphylococcus saccharolyticus";"";"Staphylococcus saccharolyticus";"20215";

"14575";"DSM 20723, NRRL B-2628";"Staphylococcus simulans";"";"Staphylococcus simulans";"20215";

"154559";"CCUG 54408";"Staphylococcus simulans";"";"Staphylococcus simulans";"20215";

"153954";"CCUG 51763";"Staphylococcus xylosus";"";"Staphylococcus xylosus";"20215";

"65";"DSM 5901, ATCC 43931, AUCM B-1552, BKM B-1552, DSM 3699, VKM B-1552";"Stella vacuolata";"";"Stella vacuolata";"20215";

"10517";"DSM 19021";"Stenoxybacter acetivorans";"TAM-DN1";"Stenoxybacter acetivorans";"20215";

"131364";"DSM 29248, CCM 8542, CCUG 66203, DSM 29548";"Streptobacillus felis";"131000547";"Streptobacillus felis";"20215";

"17869";"DSM 12112, ATCC 14647, CCUG 13453, CCUG 2469, NCTC 10651";"Streptobacillus moniliformis";"9901";"Streptobacillus moniliformis";"20215";

"145712";"CCUG 29367";"Streptobacillus moniliformis";"";"Streptobacillus moniliformis";"20215";

"146590";"CCUG 31537";"Streptobacillus moniliformis";"";"Streptobacillus moniliformis";"20215";

"147360";"CCUG 33440";"Streptobacillus moniliformis";"";"Streptobacillus moniliformis";"20215";

"150036";"CCUG 38893";"Streptobacillus moniliformis";"";"Streptobacillus moniliformis";"20215";

"14711";"DSM 20622, ATCC 51725, CCUG 27296, LMG 17755, NCDO 2025, LMG 17296, CIP 82.4";"Streptococcus acidominimus";"";"Streptococcus acidominimus";"20215";

"152599";"CCUG 47173";"Streptococcus acidominimus";"";"Streptococcus acidominimus";"20215";

"14712";"CCUG 4208, CIP 103227, JCM 5671, DSM 2134, ATCC 13813, NCTC 8181";"Streptococcus agalactiae";"G 19";"Streptococcus agalactiae";"20215";

"14713";"DSM 6784, ATCC 27956, CCUG 34230";"Streptococcus agalactiae";"NADC 44";"Streptococcus agalactiae";"20215";

"14714";"DSM 16828, ATCC 51487, CIP 103768";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"138401";"CIP 82.41, ATCC 12400, CCUG 29779, CNCTC 58/59";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"151430";"CCUG 44074";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"151433";"CCUG 44077";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"151460";"CCUG 44104";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"151465";"CCUG 44110";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"151515";"CCUG 44186";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"152650";"CCUG 47293";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153313";"CCUG 49072";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153314";"CCUG 49086";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153315";"CCUG 49087";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153316";"CCUG 49100";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153317";"CCUG 49101";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153318";"CCUG 49111";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153319";"CCUG 49125";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153320";"CCUG 49126";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153321";"CCUG 49140";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153322";"CCUG 49145";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153323";"CCUG 49146";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153324";"CCUG 49160";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153325";"CCUG 49161";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153326";"CCUG 49176";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"153327";"CCUG 49197";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"156357";"CCUG 61279";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"156659";"CCUG 63958";"Streptococcus agalactiae";"";"Streptococcus agalactiae";"20215";

"14716";"CCUG 27297, LMG 14808, DSM 20728, ATCC 43077, NCDO 1091";"Streptococcus alactolyticus";"GP2";"Streptococcus alactolyticus";"20215";

"150530";"CCUG 41503, LMG 14810";"Streptococcus alactolyticus";"";"Streptococcus alactolyticus";"20215";

"153188";"CCUG 48683";"Streptococcus alactolyticus";"";"Streptococcus alactolyticus";"20215";

"142305";"CCUG 11537";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"142309";"CCUG 11578";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"135576";"CIP 55.127, CCUG 27638";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"145323";"CCUG 28192";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"145332";"CCUG 28205, LMG 14550";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"145833";"CCUG 29741";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"148355";"CCUG 35275";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"148513";"CCUG 35577";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"149324";"CCUG 37505";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"150861";"CCUG 42583";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"151459";"CCUG 44103";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"151470";"CCUG 44115";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"152247";"CCUG 46206";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"152603";"CCUG 47183";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"152926";"CCUG 48029";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"153057";"CCUG 48394";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"153138";"CCUG 48554";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"153184";"CCUG 48670";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"153191";"CCUG 48688";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"153195";"CCUG 48699";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"153281";"CCUG 48990";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"153629";"CCUG 50408";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"153633";"CCUG 50442";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"153896";"CCUG 51548";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"154200";"CCUG 52717";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"154391";"CCUG 53378";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"154542";"CCUG 54313";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"154721";"CCUG 54975";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"154735";"CCUG 55027";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"154792";"CCUG 55196";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"154874";"CCUG 55512";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"154997";"CCUG 56012";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"154999";"CCUG 56019";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";

"155161";"CCUG 56630";"Streptococcus anginosus";"";"Streptococcus anginosus";"20215";
